rank,gender,age,follows,region,listen_count
8,Female,,404,,7787
6,Female,,5,,712
6,Male,,16,江苏省 - 盐城市,738
5,Male,,7,河南省 - 开封市,459
8,Female,,41,河北省 - 石家庄市,3993
8,Female,20,20,海外 - 委内瑞拉,3669
8,Male,22,179,江苏省 - 南京市,3033
8,Male,28,111,浙江省 - 杭州市,7314
8,Male,,33,,3586
6,Female,,15,,923
7,Male,,28,海外 - 阿尔及利亚,1730
0,Female,,8,辽宁省 - 沈阳市,6
7,Female,18,73,河南省 - 开封市,1042
8,Female,,32,,4054
7,Male,,46,,2229
6,Female,,17,,1899
8,Female,,24,湖北省 - 武汉市,3025
9,Male,32,134,北京市 ,9199
6,Female,20,32,云南省 - 丽江市,428
7,Male,21,26,安徽省 - 合肥市,1243
8,Female,,40,北京市 ,4570
8,Female,22,60,广东省 - 深圳市,3503
7,Male,,9,北京市 ,1828
9,Male,,366,,8701
8,Female,,57,北京市 ,4706
8,Male,20,58,四川省 - 成都市,4061
6,Female,,19,,538
6,Male,27,24,广东省 - 广州市,723
8,Male,20,79,青海省 - 海东地区,3137
6,Male,28,32,黑龙江省 - 哈尔滨市,886
8,Male,25,32,四川省 - 成都市,5887
6,Male,,20,,605
7,Female,22,117,福建省 - 厦门市,2731
8,Male,24,71,河南省 - 郑州市,4182
7,Male,19,129,河南省 - 周口市,1869
8,Female,20,75,香港 ,4415
7,Male,19,24,吉林省 - 长春市,1788
9,Male,21,277,北京市 ,8916
3,Female,,4,山东省 - 枣庄市,77
6,Male,,12,北京市 ,563
9,Male,21,160,重庆市 ,8861
6,Male,28,28,贵州省 - 贵阳市,511
9,Male,,313,,17380
7,Male,28,2,福建省 - 南平市,2975
6,Female,23,50,河南省 - 郑州市,969
7,Female,28,108,陕西省 - 西安市,1373
8,Female,,127,海外 - 其它,6470
6,Male,,13,陕西省 - 安康市,973
8,Male,15,19,江苏省 - 镇江市,3029
6,Male,,20,山东省 - 临沂市,540
8,Male,28,45,广东省 - 惠州市,7290
8,Male,23,20,广东省 - 东莞市,5275
8,Female,22,444,湖南省 - 长沙市,4023
5,Female,,40,陕西省 - 西安市,395
5,Male,,7,山西省 - 临汾市,375
6,Male,19,32,山东省 - 青岛市,513
8,Female,,33,陕西省 - 西安市,4633
6,Male,,94,陕西省 - 西安市,903
7,Male,,35,湖南省 - 衡阳市,1477
5,Female,25,8,山东省 - 青岛市,273
8,Female,,37,,3047
8,Female,22,37,天津市 ,4482
8,Male,28,39,青海省 - 西宁市,3704
6,Female,,16,,797
8,Male,30,22,河南省 - 濮阳市,4560
7,Female,20,19,吉林省 - 吉林市,2905
8,Male,25,61,北京市 ,4860
7,Male,1,10,湖南省 - 长沙市,2451
8,Male,21,80,湖北省 - 荆门市,4889
7,Male,,10,安徽省 - 合肥市,2999
7,Male,19,159,山东省 - 淄博市,1914
7,Male,33,92,北京市 ,2327
7,Male,,56,山东省 - 威海市,1271
6,Female,,62,辽宁省 - 沈阳市,818
8,Female,,34,海外 - 其它,7416
7,Female,22,30,黑龙江省 - 哈尔滨市,1658
9,Female,,311,,8885
6,Female,,8,江苏省 - 苏州市,441
8,Male,24,51,江苏省 - 南京市,4965
8,Male,25,44,河南省 - 济源市,4021
7,Male,19,49,江西省 - 吉安市,1495
8,Female,24,259,辽宁省 - 沈阳市,6311
7,Male,28,47,湖北省 - 武汉市,2660
7,Male,19,125,湖北省 - 武汉市,2487
9,Male,,125,四川省 - 广安市,14332
7,Female,,16,广东省 - 汕尾市,1382
4,Female,,4,河北省 - 石家庄市,176
7,Male,19,55,河南省 - 郑州市,2953
8,Male,19,95,辽宁省 - 大连市,5464
6,Male,,25,江苏省 - 南京市,2565
7,Male,29,60,山东省 - 济南市,2334
7,Female,25,28,山东省 - 威海市,1252
8,Male,,6,浙江省 - 温州市,3009
7,Male,,4,,2215
6,Female,,6,重庆市 ,941
7,Female,66,52,四川省 - 自贡市,2246
7,Female,,43,,1934
7,Male,,20,河南省 - 郑州市,2082
6,Male,22,65,河北省 - 承德市,952
5,Male,20,0,湖北省 - 十堰市,392
7,Male,19,58,河北省 - 廊坊市,1467
7,Female,,55,,1994
5,Female,,11,河北省 - 承德市,261
9,Male,1,31,四川省 - 泸州市,8220
7,Male,,26,宁夏 - 石嘴山市,2248
8,Male,,202,,3760
7,Female,,5,陕西省 - 西安市,1364
5,Female,,0,北京市 ,243
6,Female,,6,湖北省 - 武汉市,446
8,Female,23,46,江苏省 - 苏州市,4014
7,Female,,0,,2802
8,Male,,48,,4021
2,Female,,2,北京市 ,55
7,Male,,20,浙江省 - 杭州市,2770
8,Male,,46,海外 - 日本,4125
6,Female,19,17,内蒙古 - 呼和浩特市,643
7,Female,24,13,河南省 - 郑州市,1365
7,Male,24,3,山东省 - 济南市,1463
8,Male,,25,,4023
6,Female,,6,广西 - 崇左市,917
7,Male,19,113,河北省 - 秦皇岛市,2701
7,Male,23,14,河南省 - 郑州市,1972
7,Female,,67,北京市 ,2244
8,Male,19,164,江苏省 - 扬州市,3068
6,Female,,10,浙江省 - 宁波市,976
6,Male,23,14,山西省 - 临汾市,799
7,Female,,9,,1632
6,Female,28,75,辽宁省 - 大连市,846
8,Female,,31,广东省 - 深圳市,3230
7,Male,22,11,湖北省 - 武汉市,1830
6,Female,,211,河北省 - 保定市,1193
8,Female,,121,江西省 - 吉安市,3297
8,Female,21,98,河北省 - 石家庄市,4354
7,Female,25,28,江苏省 - 南京市,2769
5,Female,,11,吉林省 - 通化市,351
6,Female,,28,山西省 - 长治市,685
8,Male,21,0,黑龙江省 - 齐齐哈尔市,4677
7,Female,,17,,1454
7,Male,21,16,福建省 - 厦门市,1635
7,Male,28,18,山东省 - 烟台市,2467
7,Male,19,82,上海市 ,1512
5,Male,19,8,辽宁省 - 盘锦市,275
8,Male,28,306,湖北省 - 孝感市,4454
7,Female,18,90,重庆市 ,1765
6,Female,,52,上海市 ,855
8,Female,28,42,海外 - 美国,5636
7,Male,,28,浙江省 - 台州市,1868
8,Male,28,37,江苏省 - 苏州市,5547
7,Female,,139,,2112
7,Male,21,57,福建省 - 泉州市,2080
7,Male,29,69,陕西省 - 汉中市,2134
8,Male,21,56,辽宁省 - 沈阳市,3903
8,Male,28,9,重庆市 ,4425
8,Male,25,15,四川省 - 成都市,3472
8,Female,22,69,江苏省 - 苏州市,4026
7,Female,,46,甘肃省 - 酒泉市,2158
7,Female,22,322,江苏省 - 南京市,2838
8,Male,,7,广东省 - 广州市,6468
6,Female,,13,河南省 - 周口市,923
7,Male,14,90,辽宁省 - 沈阳市,1527
8,Male,24,58,福建省 - 福州市,7218
2,Male,,8,广东省 - 深圳市,62
8,Female,,109,,3461
9,Male,22,28,浙江省 - 宁波市,11524
7,Female,30,8,江苏省 - 苏州市,1222
6,Male,,12,广东省 - 广州市,872
8,Male,,32,,5939
7,Female,25,33,江苏省 - 苏州市,1985
6,Male,28,15,重庆市 ,885
9,Male,27,102,陕西省 - 西安市,14377
8,Male,18,634,广东省 - 惠州市,5157
5,Female,,1,陕西省 - 西安市,346
7,Male,,236,,2867
7,Female,,26,陕西省 - 咸阳市,2103
7,Male,,3,,1122
5,Female,,4,山东省 - 淄博市,240
5,Female,,13,云南省 - 昭通市,687
7,Female,,47,河北省 - 沧州市,1007
8,Male,29,39,北京市 ,5796
7,Male,24,11,广东省 - 东莞市,2652
7,Male,25,10,山东省 - 青岛市,2657
9,Male,,50,,9080
7,Male,21,27,内蒙古 - 呼和浩特市,1687
0,Female,,654,,8
7,Female,27,47,陕西省 - 西安市,2547
9,Male,24,165,江苏省 - 南京市,13019
7,Male,28,53,陕西省 - 宝鸡市,2963
6,Male,22,45,河北省 - 衡水市,2059
8,Female,23,32,湖北省 - 武汉市,3072
7,Male,52,56,山西省 - 临汾市,1069
8,Female,21,21,广东省 - 广州市,7711
6,Male,,23,四川省 - 达州市,930
7,Female,24,62,山东省 - 济南市,2245
8,Male,27,16,湖北省 - 随州市,3257
7,Male,,142,辽宁省 - 辽阳市,2322
8,Female,,54,,4040
6,Female,,6,广东省 - 广州市,486
8,Male,21,53,四川省 - 乐山市,4035
7,Female,25,11,云南省 - 昆明市,2461
7,Male,,88,福建省 - 厦门市,2813
6,Male,,0,江苏省 - 南京市,915
8,Male,,21,内蒙古 - 包头市,3203
8,Male,24,26,浙江省 - 宁波市,8155
6,Male,23,7,河南省 - 郑州市,568
9,Female,,57,,12456
7,Male,,12,山东省 - 淄博市,1342
7,Female,16,110,北京市 ,1383
8,Male,24,50,河南省 - 安阳市,3783
6,Female,,6,四川省 - 泸州市,890
9,Male,,197,,14265
8,Male,20,140,福建省 - 厦门市,5474
8,Male,,128,,4084
7,Male,21,66,浙江省 - 宁波市,2005
6,Female,,48,,697
9,Female,,109,,8545
6,Male,,9,山西省 - 临汾市,465
7,Male,21,13,安徽省 - 六安市,2480
6,Male,14,31,福建省 - 莆田市,531
8,Male,27,12,浙江省 - 丽水市,4480
7,Female,,29,,2689
4,Male,,41,北京市 ,167
5,Female,,6,河南省 - 洛阳市,270
8,Female,,29,,3172
8,Female,,70,,6089
7,Female,,44,,1301
8,Male,28,29,北京市 ,4393
7,Male,28,14,新疆 - 伊犁哈萨克自治州,1881
7,Female,68,15,四川省 - 成都市,2213
8,Male,28,28,湖南省 - 长沙市,4520
8,Female,23,96,重庆市 ,4832
7,Female,19,54,湖南省 - 长沙市,1829
7,Male,20,25,河南省 - 信阳市,1057
7,Male,19,26,湖北省 - 武汉市,1333
6,Male,25,2,河北省 - 保定市,462
8,Female,,23,四川省 - 成都市,4487
8,Male,25,106,福建省 - 厦门市,5381
6,Male,,18,河南省 - 郑州市,870
9,Male,34,74,江西省 - 吉安市,12070
9,Male,21,129,上海市 ,11219
7,Male,28,5,广西 - 南宁市,2344
7,Male,33,37,黑龙江省 - 哈尔滨市,2555
5,Male,,6,北京市 ,601
6,Male,20,21,陕西省 - 汉中市,828
7,Male,17,58,宁夏 - 银川市,1089
7,Male,,45,陕西省 - 西安市,2302
6,Female,,12,海外 - 澳大利亚,1935
7,Male,19,37,湖北省 - 武汉市,2451
8,Male,24,27,河北省 - 石家庄市,5995
8,Male,,21,,4500
6,Female,,4,,811
8,Male,22,131,安徽省 - 阜阳市,4428
8,Female,28,19,海外 - 阿尔及利亚,4029
7,Male,,60,北京市 ,2743
7,Male,19,76,浙江省 - 台州市,2726
6,Female,,21,,940
7,Male,28,20,山西省 - 运城市,1426
8,Female,23,94,江苏省 - 南京市,3886
7,Female,,109,,1490
8,Female,,8,,3053
7,Male,,32,,2330
7,Male,21,34,湖北省 - 宜昌市,2952
8,Female,23,164,安徽省 - 淮南市,4404
8,Male,0,65,湖北省 - 恩施土家族苗族自治州,3678
8,Male,21,86,安徽省 - 阜阳市,5380
5,Male,23,1,江西省 - 南昌市,469
8,Female,24,117,陕西省 - 西安市,6910
9,Male,21,40,江西省 - 南昌市,8688
7,Female,20,57,内蒙古 - 兴安盟,1550
8,Male,23,67,四川省 - 南充市,5463
2,Female,,8,河南省 - 郑州市,50
8,Male,,29,辽宁省 - 大连市,3199
7,Female,20,111,北京市 ,1558
5,Male,,22,山东省 - 德州市,213
7,Male,26,123,天津市 ,2999
6,Female,24,17,辽宁省 - 沈阳市,426
6,Male,,9,河南省 - 郑州市,914
7,Male,,22,江苏省 - 南京市,1124
7,Male,28,3,河南省 - 平顶山市,2859
5,Male,,8,广西 - 北海市,328
8,Male,24,40,江西省 - 南昌市,4323
6,Female,,16,四川省 - 达州市,650
7,Female,18,132,江苏省 - 南京市,2133
7,Female,19,23,河南省 - 郑州市,2044
7,Male,,5,辽宁省 - 沈阳市,1048
7,Male,19,177,江苏省 - 徐州市,1811
5,Female,,16,天津市 ,386
7,Female,,61,河北省 - 石家庄市,2269
8,Female,23,50,河南省 - 郑州市,3330
8,Male,21,106,河南省 - 郑州市,3703
7,Female,,63,海外 - 其它,1468
8,Female,28,40,福建省 - 宁德市,7471
8,Male,26,88,北京市 ,6234
7,Male,19,556,河南省 - 平顶山市,1299
7,Male,1,198,黑龙江省 - 牡丹江市,1238
6,Female,15,7,新疆 - 乌鲁木齐市,604
7,Male,31,50,西藏 - 拉萨市,1423
1,Female,,27,,25
8,Male,25,41,上海市 ,5698
8,Male,33,240,北京市 ,5918
8,Male,26,7,江西省 - 九江市,3212
7,Male,,5,,1343
7,Female,19,74,安徽省 - 合肥市,2810
8,Male,23,18,陕西省 - 咸阳市,3165
5,Male,,8,江西省 - 南昌市,360
7,Male,,31,江苏省 - 徐州市,2000
7,Female,,16,辽宁省 - 大连市,1583
7,Female,,16,海外 - 法国,2413
7,Female,,12,江西省 - 抚州市,2484
6,Male,21,25,陕西省 - 汉中市,785
8,Female,,36,辽宁省 - 辽阳市,3327
7,Male,22,209,重庆市 ,2528
8,Female,23,56,江苏省 - 苏州市,4521
7,Female,26,18,河南省 - 郑州市,2258
8,Male,,216,江西省 - 南昌市,5642
2,Female,17,27,宁夏 - 银川市,45
8,Male,24,58,贵州省 - 贵阳市,5573
7,Male,25,94,北京市 ,1568
7,Male,25,82,天津市 ,2267
6,Female,,23,江苏省 - 南京市,908
7,Male,27,79,河南省 - 焦作市,1683
6,Female,,42,黑龙江省 - 哈尔滨市,839
6,Male,,9,河南省 - 濮阳市,555
7,Male,21,27,四川省 - 南充市,1143
6,Male,,25,海外 - 阿尔及利亚,832
7,Male,23,104,安徽省 - 合肥市,1029
3,Female,,10,河南省 - 郑州市,288
7,Male,,39,湖北省 - 黄石市,1804
8,Female,22,163,陕西省 - 咸阳市,5096
7,Female,,37,广东省 - 广州市,1815
6,Female,23,65,江苏省 - 南京市,854
7,Male,28,40,辽宁省 - 沈阳市,1660
9,Female,,86,,8252
7,Male,,64,湖北省 - 武汉市,1064
7,Male,17,41,辽宁省 - 葫芦岛市,2123
7,Female,,24,四川省 - 成都市,2391
6,Male,,4,山东省 - 济南市,882
9,Male,25,2235,福建省 - 福州市,10158
6,Female,,10,山西省 - 阳泉市,917
9,Female,,41,,9244
7,Male,23,57,内蒙古 - 鄂尔多斯市,2865
7,Female,20,68,河南省 - 三门峡市,1245
8,Male,17,47,海外 - 埃及,5301
9,Male,24,33,河南省 - 郑州市,8921
7,Male,,161,黑龙江省 - 哈尔滨市,1584
7,Female,25,38,海外 - 挪威,2868
6,Female,,8,山东省 - 淄博市,513
7,Male,,10,江苏省 - 南京市,2496
9,Male,1,432,北京市 ,10096
9,Female,26,140,浙江省 - 杭州市,11954
7,Female,,29,,2345
8,Female,,128,江西省 - 萍乡市,5783
7,Male,,17,河北省 - 石家庄市,1818
7,Male,,11,河南省 - 郑州市,2908
5,Male,,6,安徽省 - 芜湖市,456
8,Male,21,107,四川省 - 成都市,6720
7,Female,,160,,1524
7,Male,,4,湖北省 - 武汉市,1466
6,Male,26,20,河南省 - 商丘市,891
7,Male,20,17,山东省 - 淄博市,2566
7,Female,,122,北京市 ,1054
6,Female,,6,香港 ,632
9,Male,21,122,四川省 - 成都市,14289
6,Male,,22,,501
6,Female,,44,内蒙古 - 赤峰市,950
7,Male,18,12,河南省 - 新乡市,1026
7,Male,26,15,安徽省 - 芜湖市,1844
9,Male,31,92,北京市 ,15481
7,Female,,3,江苏省 - 常州市,1101
8,Female,25,218,河南省 - 洛阳市,6555
7,Male,,10,广东省 - 中山市,1251
7,Female,,23,云南省 - 昆明市,1795
7,Male,22,132,河南省 - 新乡市,1600
8,Female,,95,内蒙古 - 锡林郭勒盟,3639
7,Male,,19,新疆 - 哈密地区,1372
8,Male,,5,内蒙古 - 包头市,3427
8,Female,,20,福建省 - 福州市,3013
8,Female,,5,江苏省 - 苏州市,6074
8,Male,1,69,广东省 - 深圳市,3034
5,Female,21,18,安徽省 - 亳州市,252
6,Male,23,26,天津市 ,699
8,Male,,116,,6841
8,Male,,51,广东省 - 东莞市,3813
7,Male,,32,广东省 - 湛江市,1369
8,Male,17,71,黑龙江省 - 佳木斯市,3492
5,Female,19,17,海外 - 冰岛,391
8,Male,,44,,4010
8,Male,28,21,四川省 - 成都市,6782
7,Female,,13,吉林省 - 长春市,2454
7,Male,,16,北京市 ,1369
7,Female,17,120,山西省 - 大同市,1618
7,Female,,267,,1961
8,Female,,25,,5515
8,Female,,25,福建省 - 福州市,5495
6,Male,,19,北京市 ,495
8,Male,24,62,重庆市 ,5269
8,Male,28,33,四川省 - 自贡市,5297
3,Male,,9,浙江省 - 杭州市,79
8,Female,,33,,3689
7,Male,22,41,江西省 - 景德镇市,1287
7,Male,25,7,海外 - 卢森堡,2164
7,Male,21,154,河南省 - 郑州市,2214
6,Male,,12,河北省 - 廊坊市,526
8,Female,19,132,山东省 - 日照市,3001
6,Male,,6,辽宁省 - 沈阳市,933
9,Male,22,36,北京市 ,8686
7,Male,,30,,2220
8,Male,20,8,上海市 ,3709
7,Female,,101,,2416
4,Female,,15,辽宁省 - 阜新市,190
8,Male,25,0,广东省 - 汕头市,4268
6,Female,17,103,山东省 - 聊城市,812
8,Male,,29,江苏省 - 徐州市,3464
5,Male,,31,甘肃省 - 兰州市,376
7,Female,21,13,安徽省 - 合肥市,1323
8,Female,,29,,3470
8,Male,,23,甘肃省 - 兰州市,3028
8,Female,,459,江苏省 - 南通市,6815
8,Male,24,76,江西省 - 吉安市,3378
5,Male,,50,河南省 - 郑州市,392
9,Male,26,177,北京市 ,11361
9,Female,,74,,10007
8,Male,23,90,海外 - 澳大利亚,4808
4,Male,,6,河北省 - 石家庄市,188
7,Female,10,70,江西省 - 九江市,2108
7,Male,25,241,湖北省 - 武汉市,2678
9,Male,30,219,海外 - 新加坡,8511
6,Female,,15,广东省 - 韶关市,988
6,Male,,12,新疆 - 阿克苏地区,541
7,Male,17,43,山西省 - 吕梁市,2609
7,Male,24,40,江苏省 - 南京市,2694
8,Female,21,38,湖南省 - 永州市,4439
3,Female,29,12,北京市 ,74
8,Male,22,50,广东省 - 广州市,5940
8,Female,25,12,北京市 ,7334
8,Male,19,56,北京市 ,4062
8,Male,,71,江苏省 - 南京市,3256
8,Male,,44,四川省 - 成都市,3462
7,Male,28,339,山东省 - 济南市,2504
7,Male,99,42,海外 - 其它,1590
6,Female,,218,江西省 - 九江市,953
7,Female,19,55,江苏省 - 南京市,1823
8,Male,30,81,北京市 ,4114
6,Male,,97,北京市 ,497
7,Female,,63,湖南省 - 长沙市,1985
8,Male,,30,北京市 ,4129
7,Female,,57,黑龙江省 - 哈尔滨市,1473
7,Female,,8,内蒙古 - 锡林郭勒盟,1141
8,Female,22,66,河南省 - 许昌市,4219
8,Male,,91,江苏省 - 南京市,5066
10,Female,25,219,海外 - 其它,20530
7,Female,,102,,2869
6,Male,,6,山东省 - 东营市,888
7,Female,19,69,江西省 - 宜春市,1513
7,Male,25,18,江西省 - 南昌市,1593
7,Female,,13,,2798
5,Male,,6,,296
6,Female,,26,重庆市 ,976
6,Female,,0,山东省 - 泰安市,617
7,Female,,42,河南省 - 安阳市,1390
6,Male,,61,河南省 - 安阳市,550
8,Female,,10,,4871
7,Female,22,16,河北省 - 石家庄市,1924
8,Female,19,27,福建省 - 福州市,3283
6,Male,32,26,北京市 ,828
8,Male,16,146,江苏省 - 徐州市,4418
6,Female,,19,海南省 - 海口市,487
4,Female,,49,湖南省 - 衡阳市,200
3,Male,24,26,宁夏 - 银川市,102
7,Female,,6,广东省 - 珠海市,1551
7,Female,26,36,河南省 - 郑州市,2198
7,Female,19,154,浙江省 - 杭州市,2457
7,Male,,24,,1973
7,Male,,12,江苏省 - 徐州市,1974
7,Female,,17,内蒙古 - 呼伦贝尔市,1622
6,Male,,3,福建省 - 福州市,550
5,Male,,6,江苏省 - 常州市,360
7,Male,,4,福建省 - 福州市,1346
7,Male,,40,,1588
8,Male,20,27,广东省 - 汕尾市,3142
6,Male,,23,甘肃省 - 兰州市,839
5,Male,22,8,安徽省 - 合肥市,242
6,Male,20,11,安徽省 - 合肥市,946
8,Male,,49,,3701
6,Female,27,18,河南省 - 郑州市,809
8,Male,,82,黑龙江省 - 鹤岗市,6504
8,Female,24,179,内蒙古 - 呼和浩特市,4706
7,Female,18,30,江西省 - 南昌市,1153
7,Female,,38,山东省 - 泰安市,1069
4,Male,,12,山西省 - 长治市,135
5,Female,,18,河南省 - 洛阳市,347
6,Female,,5,辽宁省 - 铁岭市,979
7,Female,,58,,2012
8,Female,20,444,山东省 - 临沂市,5063
9,Male,,630,,8693
9,Male,,16,,12612
6,Male,29,6,吉林省 - 白城市,663
6,Female,23,8,河南省 - 开封市,511
10,Male,28,22,湖北省 - 恩施土家族苗族自治州,20550
6,Female,,40,,708
4,Male,20,15,湖南省 - 湘潭市,174
8,Male,,102,黑龙江省 - 哈尔滨市,4449
5,Female,,15,河南省 - 洛阳市,372
5,Male,29,62,北京市 ,229
7,Female,23,118,宁夏 - 银川市,1660
8,Female,23,63,内蒙古 - 包头市,3852
6,Male,,10,山东省 - 济南市,473
9,Male,5,86,山东省 - 青岛市,8785
8,Male,,119,江苏省 - 南京市,3787
7,Male,20,151,吉林省 - 辽源市,1612
8,Male,,50,,5746
7,Male,,289,宁夏 - 银川市,1362
7,Male,24,4,河北省 - 廊坊市,2418
7,Male,25,160,湖北省 - 襄樊市,1689
7,Female,,5,吉林省 - 松原市,2753
8,Male,,18,黑龙江省 - 牡丹江市,3240
7,Female,20,22,黑龙江省 - 哈尔滨市,2476
7,Female,,33,新疆 - 石河子市,1351
7,Female,,11,福建省 - 福州市,2041
3,Female,,44,河南省 - 安阳市,76
8,Male,21,114,山东省 - 日照市,5472
5,Female,,6,山东省 - 聊城市,497
3,Male,,7,广东省 - 广州市,97
9,Male,19,72,湖南省 - 长沙市,8930
7,Male,,3,内蒙古 - 包头市,2482
7,Female,,244,,1423
7,Male,,54,安徽省 - 安庆市,2921
7,Male,22,417,陕西省 - 西安市,2983
7,Female,,27,湖南省 - 岳阳市,1267
7,Female,,128,四川省 - 成都市,1267
8,Male,25,119,湖南省 - 长沙市,4387
7,Male,21,4,海外 - 法国,1456
7,Female,20,41,山东省 - 聊城市,2160
6,Male,30,35,北京市 ,859
8,Female,2,136,海外 - 其它,5300
8,Female,,24,,3773
8,Male,21,19,湖南省 - 长沙市,3321
9,Female,26,49,江苏省 - 南京市,9775
9,Male,,55,北京市 ,9003
6,Male,,7,江西省 - 赣州市,662
8,Male,,21,山东省 - 济南市,3866
7,Male,25,11,内蒙古 - 呼和浩特市,1815
7,Male,18,78,河南省 - 洛阳市,2132
7,Male,,14,广东省 - 广州市,1715
6,Female,,9,海外 - 阿尔及利亚,632
7,Female,,16,上海市 ,1530
8,Male,23,251,湖北省 - 武汉市,3877
7,Male,,31,山东省 - 日照市,2122
7,Female,,207,北京市 ,2814
7,Male,23,17,山东省 - 烟台市,1101
7,Male,17,47,河南省 - 信阳市,1541
4,Male,,60,,266
6,Male,27,7,河南省 - 南阳市,2012
8,Male,22,227,北京市 ,4797
6,Male,,38,山东省 - 济南市,588
8,Male,21,22,北京市 ,4654
7,Male,23,149,山东省 - 菏泽市,2093
7,Female,,27,浙江省 - 杭州市,1415
5,Male,,6,湖南省 - 株洲市,216
8,Female,,66,,3748
8,Female,,183,,5943
8,Male,27,40,江西省 - 南昌市,7741
7,Female,18,97,新疆 - 哈密地区,1271
6,Male,36,6,北京市 ,709
8,Male,,25,,3949
7,Male,23,52,重庆市 ,1277
7,Male,,31,四川省 - 广元市,2271
7,Male,,23,,1338
9,Male,23,180,广东省 - 广州市,9792
8,Female,,108,山东省 - 烟台市,6226
7,Male,69,16,湖北省 - 武汉市,1188
6,Male,,10,浙江省 - 杭州市,426
7,Female,,44,福建省 - 福州市,1495
7,Female,,25,山东省 - 烟台市,1263
8,Female,,8,湖北省 - 武汉市,3743
7,Female,22,93,安徽省 - 滁州市,2265
7,Male,22,42,江苏省 - 南京市,2375
7,Male,95,65,陕西省 - 西安市,2165
7,Female,,83,,2161
8,Female,22,9,江苏省 - 无锡市,6505
7,Male,,12,,1850
5,Female,,4,广东省 - 佛山市,233
8,Male,25,475,河北省 - 沧州市,4007
7,Female,21,16,河南省 - 郑州市,1303
7,Male,23,18,北京市 ,1784
4,Female,29,10,新疆 - 巴音郭楞蒙古自治州,685
8,Female,,140,,3359
8,Male,28,112,海外 - 爱尔兰,7153
7,Male,,46,甘肃省 - 兰州市,1545
6,Female,,17,甘肃省 - 兰州市,808
8,Male,,76,广东省 - 深圳市,3556
9,Male,30,66,山东省 - 潍坊市,9720
8,Male,19,34,河南省 - 开封市,6252
6,Male,25,29,四川省 - 成都市,839
6,Female,,1,山西省 - 忻州市,838
6,Male,,12,河南省 - 许昌市,705
7,Female,27,14,浙江省 - 嘉兴市,2577
7,Female,,136,四川省 - 乐山市,2354
9,Male,24,100,江苏省 - 常州市,9466
7,Male,23,94,河南省 - 郑州市,1906
9,Male,23,461,北京市 ,8537
4,Male,,8,新疆 - 乌鲁木齐市,191
8,Male,24,16,贵州省 - 贵阳市,3754
9,Male,22,90,陕西省 - 西安市,8881
7,Female,,104,海外 - 其它,2715
6,Female,,10,广西 - 贺州市,865
6,Male,,5,福建省 - 福州市,911
7,Female,,20,广东省 - 广州市,1278
7,Male,,20,山东省 - 泰安市,2585
8,Female,19,40,江苏省 - 徐州市,3976
8,Male,24,98,河南省 - 安阳市,6281
6,Female,28,2,辽宁省 - 沈阳市,800
7,Female,,3,江西省 - 九江市,1230
7,Male,19,159,福建省 - 漳州市,2026
8,Male,,211,,3753
6,Male,24,46,北京市 ,916
9,Male,18,35,山东省 - 烟台市,8092
7,Female,23,33,山东省 - 青岛市,1523
7,Female,,48,内蒙古 - 赤峰市,1269
7,Female,,40,北京市 ,1319
9,Male,24,26,北京市 ,15717
7,Female,20,119,江苏省 - 扬州市,2156
7,Male,31,39,山东省 - 临沂市,2352
8,Male,18,4,辽宁省 - 大连市,4284
7,Male,24,32,湖北省 - 武汉市,2184
6,Female,,4,浙江省 - 宁波市,799
8,Female,,252,海外 - 爱尔兰,7535
8,Female,,808,,3485
8,Male,,38,山西省 - 晋城市,3993
7,Female,,25,,1606
8,Female,,8,广东省 - 广州市,3494
7,Female,,20,山东省 - 济南市,1856
6,Female,,79,,820
2,Female,,6,北京市 ,54
7,Male,20,177,辽宁省 - 大连市,1882
7,Female,22,31,广东省 - 广州市,2136
7,Female,19,47,重庆市 ,1188
8,Male,22,7,山东省 - 临沂市,3253
7,Male,,8,重庆市 ,1284
7,Female,,80,安徽省 - 淮南市,1740
8,Female,23,18,山东省 - 滨州市,4122
7,Male,,18,,2568
8,Female,,35,广西 - 南宁市,5130
8,Male,,80,甘肃省 - 张掖市,4332
8,Male,,43,,3624
8,Male,25,64,辽宁省 - 鞍山市,7191
7,Female,,80,,2011
8,Female,23,54,山西省 - 太原市,4006
9,Female,23,196,江苏省 - 淮安市,13115
7,Male,,2,北京市 ,2510
8,Female,,6,广东省 - 深圳市,6365
9,Female,,49,,13247
7,Male,29,7,山东省 - 青岛市,1234
7,Female,18,66,河北省 - 唐山市,1791
7,Male,27,83,江苏省 - 徐州市,2786
5,Male,,7,广东省 - 江门市,231
8,Male,23,41,海外 - 美国,6033
4,Female,,14,青海省 - 西宁市,247
8,Male,22,166,山东省 - 临沂市,4183
8,Male,20,10,山东省 - 临沂市,7070
5,Female,,30,陕西省 - 西安市,325
6,Female,22,20,安徽省 - 宿州市,900
8,Male,,5,湖北省 - 武汉市,3356
7,Female,20,101,浙江省 - 杭州市,1483
6,Female,,11,天津市 ,545
8,Male,23,64,江苏省 - 南通市,3858
9,Male,28,31,海外 - 阿尔及利亚,9061
6,Female,21,31,河北省 - 保定市,948
7,Male,22,93,山东省 - 济南市,2411
8,Male,23,254,湖南省 - 长沙市,3336
7,Female,,44,浙江省 - 杭州市,1251
6,Female,,19,河南省 - 郑州市,1183
6,Female,,18,,764
