rank,gender,age,follows,region,listen_count
8,Female,,50,,3313
4,Female,20,12,山东省 - 青岛市,174
9,Female,22,94,辽宁省 - 大连市,11997
9,Male,20,188,江苏省 - 苏州市,8893
7,Male,,13,,2453
8,Male,10,45,广东省 - 深圳市,7516
7,Female,68,47,四川省 - 成都市,1472
7,Male,,62,湖北省 - 武汉市,2288
7,Female,,13,河北省 - 邯郸市,2363
9,Male,69,13,海外 - 克罗地亚,8609
8,Male,20,257,山西省 - 运城市,4344
6,Female,,18,,512
7,Male,,35,河北省 - 石家庄市,1865
7,Female,,10,四川省 - 成都市,1636
8,Female,,11,广东省 - 广州市,6118
9,Male,,15,北京市 ,15916
6,Male,,9,海外 - 美国,852
5,Female,25,33,河南省 - 许昌市,736
7,Male,28,42,四川省 - 成都市,1706
8,Male,31,161,北京市 ,5512
7,Male,21,68,湖北省 - 荆门市,2081
8,Male,23,6,福建省 - 南平市,4648
7,Male,19,14,福建省 - 南平市,1275
7,Male,28,16,吉林省 - 吉林市,1359
7,Male,21,90,江苏省 - 泰州市,2267
9,Female,22,172,湖南省 - 岳阳市,8126
7,Female,23,37,辽宁省 - 锦州市,1419
7,Female,,78,山西省 - 忻州市,1563
6,Male,22,22,江苏省 - 无锡市,555
7,Female,20,42,河北省 - 保定市,1599
7,Female,,44,香港 ,1009
6,Female,19,68,山东省 - 济宁市,665
5,Male,,9,陕西省 - 西安市,316
8,Male,,43,,3014
9,Male,25,112,上海市 ,8183
9,Male,22,19,海外 - 挪威,8208
7,Female,,25,河南省 - 开封市,1727
6,Female,,44,安徽省 - 合肥市,705
8,Male,,60,,3274
7,Male,19,19,西藏 - 拉萨市,1937
7,Male,24,30,北京市 ,1659
7,Female,,74,辽宁省 - 沈阳市,2520
7,Male,,101,,2646
8,Male,24,17,安徽省 - 合肥市,3366
5,Male,28,15,湖南省 - 长沙市,268
9,Female,28,185,海外 - 其它,9883
7,Female,-71,146,广东省 - 广州市,2118
7,Male,20,99,江西省 - 南昌市,1027
8,Female,20,25,四川省 - 凉山彝族自治州,3026
7,Female,,136,,1054
7,Male,,25,山东省 - 济宁市,1276
9,Male,28,27,江西省 - 赣州市,10726
7,Male,28,18,北京市 ,1211
8,Male,,95,,4798
8,Male,21,229,四川省 - 成都市,6574
9,Male,28,244,上海市 ,11669
9,Female,33,90,青海省 - 西宁市,20062
9,Female,,24,北京市 ,8962
7,Male,20,6,福建省 - 福州市,2217
8,Male,25,18,广东省 - 深圳市,6508
7,Male,,54,,1929
7,Male,,24,江苏省 - 徐州市,1177
7,Male,,77,湖南省 - 长沙市,1955
7,Male,25,117,安徽省 - 淮北市,2886
6,Female,,36,安徽省 - 淮南市,419
8,Male,24,161,广东省 - 广州市,4432
7,Male,,7,陕西省 - 西安市,1440
7,Male,23,18,浙江省 - 杭州市,2530
6,Male,,8,山东省 - 潍坊市,865
7,Female,,14,四川省 - 成都市,2733
9,Female,99,180,海外 - 其它,10763
7,Female,21,33,北京市 ,1352
7,Female,24,87,湖南省 - 长沙市,1868
6,Male,,10,北京市 ,705
9,Female,20,77,江苏省 - 南京市,9674
7,Male,20,86,甘肃省 - 定西市,1939
6,Male,25,949,台湾省 - 台北市,659
7,Male,,206,海外 - 俄罗斯,1325
8,Female,28,59,浙江省 - 温州市,5873
6,Male,31,54,内蒙古 - 呼和浩特市,643
7,Female,,160,河南省 - 郑州市,2015
6,Female,,7,湖南省 - 株洲市,568
8,Male,24,14,北京市 ,3179
8,Male,17,25,河北省 - 保定市,5098
8,Male,24,16,湖北省 - 武汉市,3689
7,Female,,298,,2826
9,Female,,121,,12997
7,Male,,84,,1993
7,Male,,76,,2235
8,Female,23,36,内蒙古 - 呼和浩特市,3554
6,Male,,25,新疆 - 乌鲁木齐市,650
4,Male,20,6,山东省 - 济南市,267
5,Female,,11,,287
8,Female,,29,湖北省 - 武汉市,3612
7,Female,,97,广东省 - 深圳市,1728
7,Female,,31,河北省 - 衡水市,2289
7,Male,22,202,广东省 - 珠海市,2254
6,Male,28,6,山东省 - 济南市,925
8,Female,3,101,湖南省 - 长沙市,4847
7,Female,,55,宁夏 - 吴忠市,1132
6,Male,,30,浙江省 - 丽水市,792
3,Male,,6,山东省 - 济南市,121
7,Male,,83,甘肃省 - 定西市,2850
6,Female,,5,陕西省 - 西安市,666
8,Female,,60,北京市 ,7572
8,Male,24,73,江苏省 - 南京市,4407
0,Female,,115,,1
9,Male,27,16,浙江省 - 嘉兴市,9255
0,Male,,4,北京市 ,5
8,Male,31,55,江西省 - 南昌市,4114
5,Male,,6,,894
6,Female,,6,陕西省 - 西安市,628
8,Male,22,19,海外 - 其它,5677
4,Male,,4,江苏省 - 苏州市,153
8,Female,,33,,3558
8,Male,28,65,辽宁省 - 铁岭市,3593
7,Female,24,8,广东省 - 深圳市,2292
8,Male,,77,,3037
7,Male,27,4,江苏省 - 徐州市,2306
6,Male,,8,湖北省 - 荆州市,817
8,Male,,48,湖南省 - 长沙市,3202
6,Male,20,43,云南省 - 大理白族自治州,923
6,Male,,48,,713
8,Female,,19,,4769
6,Male,,14,,952
7,Male,0,20,江苏省 - 南京市,1434
5,Female,,27,新疆 - 哈密地区,298
7,Male,28,74,广东省 - 深圳市,2330
10,Female,23,241,海外 - 英国,20431
7,Male,,7,河北省 - 石家庄市,1812
6,Female,21,33,河南省 - 新乡市,528
7,Male,,30,吉林省 - 长春市,2024
5,Male,,4,北京市 ,366
7,Female,19,33,贵州省 - 遵义市,1871
7,Male,29,102,河南省 - 郑州市,2814
7,Female,27,122,浙江省 - 宁波市,2684
8,Female,19,49,北京市 ,3400
8,Male,99,64,陕西省 - 西安市,5338
3,Male,,13,山西省 - 临汾市,97
7,Male,,199,广东省 - 广州市,2400
8,Male,22,75,海南省 - 三亚市,3125
4,Female,,121,青海省 - 西宁市,1001
6,Female,20,23,河南省 - 郑州市,844
8,Male,,32,,4931
8,Male,20,25,吉林省 - 长春市,3960
8,Female,22,99,青海省 - 海北藏族自治州,4637
8,Female,,51,广东省 - 广州市,3789
7,Male,25,104,重庆市 ,1304
7,Female,21,63,贵州省 - 贵阳市,2342
8,Male,,23,上海市 ,7223
7,Female,,3,广东省 - 深圳市,1624
8,Male,,26,浙江省 - 嘉兴市,3169
6,Female,,13,湖南省 - 长沙市,970
8,Female,20,86,山东省 - 日照市,3049
9,Female,,82,,8752
7,Female,,63,山东省 - 菏泽市,2334
7,Male,22,15,河南省 - 郑州市,1050
7,Female,21,35,陕西省 - 西安市,2511
8,Male,23,123,北京市 ,3921
7,Female,20,66,陕西省 - 咸阳市,1985
7,Female,,11,天津市 ,1746
7,Male,22,36,河南省 - 郑州市,2026
5,Female,20,20,浙江省 - 嘉兴市,349
7,Male,,17,四川省 - 成都市,1527
5,Male,,8,浙江省 - 宁波市,292
6,Male,,4,江西省 - 上饶市,588
7,Female,22,63,河北省 - 邢台市,1106
9,Female,,22,,8022
8,Male,32,25,江苏省 - 苏州市,5218
8,Male,22,105,天津市 ,3402
8,Male,3,98,福建省 - 厦门市,7290
8,Female,21,91,山东省 - 潍坊市,5211
8,Female,21,67,安徽省 - 合肥市,3897
5,Male,1,8,甘肃省 - 兰州市,303
6,Male,,242,北京市 ,974
8,Female,94,26,四川省 - 成都市,3202
5,Male,18,83,浙江省 - 宁波市,305
6,Female,,6,山西省 - 运城市,874
7,Female,,33,,1309
7,Female,27,58,山东省 - 菏泽市,1464
7,Female,,19,江苏省 - 苏州市,2938
8,Male,,9,陕西省 - 西安市,3994
5,Female,17,30,重庆市 ,1198
7,Female,19,24,福建省 - 三明市,1314
8,Male,,170,广东省 - 深圳市,3682
7,Female,,28,,2267
8,Female,,70,,3683
8,Male,26,31,广东省 - 广州市,3946
9,Male,,56,,8087
7,Female,23,66,上海市 ,2094
3,Male,,4,辽宁省 - 沈阳市,125
8,Female,,41,重庆市 ,5163
7,Male,,53,,1934
5,Male,,22,北京市 ,261
8,Female,,92,广东省 - 阳江市,3937
5,Female,,2,,2425
6,Male,,14,浙江省 - 湖州市,969
7,Male,,40,安徽省 - 六安市,1134
7,Male,,8,,1598
8,Male,,247,海外 - 冰岛,10673
8,Male,,125,,6085
7,Female,,5,河北省 - 石家庄市,1684
7,Male,22,3,安徽省 - 合肥市,1463
8,Female,25,122,湖北省 - 宜昌市,3325
7,Male,20,19,海外 - 意大利,1434
8,Male,20,81,湖北省 - 黄冈市,5981
7,Female,,507,四川省 - 南充市,1915
9,Male,28,34,广东省 - 深圳市,12720
8,Male,24,68,安徽省 - 芜湖市,5141
8,Female,,41,,7188
7,Female,,234,云南省 - 玉溪市,1981
7,Female,25,4,辽宁省 - 沈阳市,5961
7,Male,21,10,云南省 - 昆明市,1980
8,Female,,42,海外 - 其它,3001
8,Male,28,275,海外 - 爱尔兰,4024
6,Female,,164,,608
8,Female,20,164,湖北省 - 武汉市,5264
6,Female,,7,山东省 - 济南市,595
6,Male,,69,河北省 - 邢台市,661
7,Female,24,108,河南省 - 郑州市,2069
8,Male,23,344,海外 - 其它,6352
8,Male,23,34,河南省 - 郑州市,5525
7,Female,24,4,北京市 ,1204
8,Female,,50,,3729
8,Male,,17,,6011
6,Male,,7,贵州省 - 遵义市,714
8,Female,,45,,4742
7,Male,,135,,2070
6,Male,20,219,安徽省 - 安庆市,733
9,Female,,123,,8029
7,Male,19,103,海外 - 其它,1012
8,Male,21,38,贵州省 - 遵义市,4893
4,Female,,6,江苏省 - 南京市,191
6,Male,,4,广西 - 梧州市,411
6,Male,,10,河南省 - 许昌市,981
8,Male,,403,,6976
8,Male,20,69,北京市 ,4595
8,Male,64,38,海外 - 挪威,7231
6,Male,,21,广东省 - 汕头市,769
8,Female,,73,,5221
5,Male,,7,,296
7,Female,,45,,2616
7,Male,12,192,海外 - 阿根廷,2379
7,Female,,35,天津市 ,2122
5,Female,,6,河南省 - 鹤壁市,515
9,Female,,6,北京市 ,11263
7,Female,,215,,2013
6,Male,22,48,云南省 - 文山壮族苗族自治州,819
7,Female,20,14,云南省 - 昆明市,1239
8,Female,,169,海外 - 英国,7446
7,Male,,40,湖北省 - 襄樊市,1567
6,Male,,11,山西省 - 晋中市,866
8,Male,,32,天津市 ,4107
6,Male,21,38,吉林省 - 松原市,675
7,Female,,62,山东省 - 潍坊市,1311
8,Male,,47,黑龙江省 - 齐齐哈尔市,5035
5,Male,,27,山东省 - 烟台市,373
8,Male,,78,,5300
9,Male,,186,河北省 - 石家庄市,10198
6,Female,,10,广东省 - 广州市,453
8,Male,25,41,四川省 - 成都市,3184
5,Female,,8,河北省 - 邯郸市,230
7,Female,19,74,湖南省 - 常德市,1492
5,Female,,5,吉林省 - 长春市,323
4,Male,,2,北京市 ,169
7,Female,,8,北京市 ,2602
8,Male,,104,,3694
6,Female,,8,山东省 - 临沂市,562
8,Male,,169,海外 - 美国,3415
7,Female,,6,甘肃省 - 兰州市,1459
7,Female,,25,,1353
7,Female,18,40,江苏省 - 苏州市,1139
8,Female,,116,,7426
9,Male,23,630,内蒙古 - 鄂尔多斯市,9785
7,Male,,14,上海市 ,1459
8,Male,19,31,西藏 - 拉萨市,3599
7,Male,,21,山东省 - 青岛市,2031
8,Female,,6,北京市 ,5538
7,Female,,43,山西省 - 太原市,2176
9,Female,26,85,河南省 - 周口市,17966
9,Female,26,52,广东省 - 广州市,9745
7,Female,23,92,重庆市 ,2831
7,Female,20,27,重庆市 ,2912
9,Male,39,10,重庆市 ,16758
7,Female,27,22,广东省 - 广州市,2910
7,Male,23,33,上海市 ,1891
7,Female,,9,湖南省 - 湘西土家族苗族自治州,1566
5,Female,25,7,北京市 ,430
7,Female,,16,安徽省 - 合肥市,1295
7,Male,28,29,辽宁省 - 盘锦市,2302
7,Male,,9,海南省 - 海口市,2963
6,Female,,22,,1395
7,Male,25,43,甘肃省 - 陇南市,1478
6,Female,,15,广西 - 百色市,647
6,Male,23,29,北京市 ,675
8,Male,21,58,山东省 - 青岛市,6750
7,Male,,58,江苏省 - 南通市,1414
5,Male,21,27,吉林省 - 长春市,607
7,Female,22,93,广东省 - 深圳市,2034
5,Female,,34,香港 ,398
8,Female,26,55,安徽省 - 合肥市,3261
9,Male,25,419,广东省 - 江门市,17623
8,Female,,85,,4809
8,Male,22,16,重庆市 ,3135
7,Male,,182,,1706
5,Female,,5,天津市 ,377
7,Male,,17,陕西省 - 咸阳市,1279
7,Female,,29,江苏省 - 常州市,2650
8,Female,28,89,北京市 ,4251
5,Female,,8,河北省 - 张家口市,276
4,Female,,6,江苏省 - 淮安市,195
7,Female,,10,,1463
7,Female,24,50,云南省 - 大理白族自治州,1643
7,Female,,51,,2645
7,Female,,6,,1479
7,Male,21,29,河南省 - 郑州市,2770
6,Female,,44,浙江省 - 金华市,818
6,Female,,9,辽宁省 - 大连市,538
7,Female,25,18,辽宁省 - 辽阳市,1012
6,Female,23,40,河北省 - 石家庄市,775
9,Female,28,42,海外 - 美国,8901
9,Female,48,19,浙江省 - 台州市,11351
6,Female,,4,贵州省 - 贵阳市,921
8,Female,19,19,海外 - 其它,4878
6,Male,19,32,北京市 ,887
5,Male,,6,甘肃省 - 兰州市,349
6,Female,,6,广东省 - 惠州市,1629
6,Male,,3,湖北省 - 武汉市,673
8,Male,,6,海外 - 新西兰,3126
8,Female,24,379,山东省 - 临沂市,4342
7,Male,29,53,黑龙江省 - 哈尔滨市,1892
7,Male,,38,,1477
8,Female,,99,,7160
6,Female,,21,辽宁省 - 锦州市,826
7,Male,22,19,湖南省 - 长沙市,2179
7,Male,,94,,1436
6,Female,,11,河北省 - 邯郸市,790
7,Female,,21,广东省 - 深圳市,1133
8,Female,,497,,7678
8,Male,,57,,3115
7,Female,,5,河南省 - 郑州市,1104
7,Male,30,31,辽宁省 - 沈阳市,2314
8,Female,21,1265,山西省 - 太原市,7252
7,Female,16,100,上海市 ,1365
7,Female,21,55,四川省 - 成都市,2701
6,Male,,52,,874
8,Male,25,94,海外 - 西班牙,3408
8,Male,24,22,广东省 - 广州市,7934
7,Male,25,25,天津市 ,2567
7,Female,25,22,河南省 - 郑州市,2683
9,Female,21,337,黑龙江省 - 鹤岗市,8789
7,Male,21,102,江西省 - 赣州市,2602
7,Female,,95,,1012
8,Female,,10,安徽省 - 合肥市,4876
8,Female,19,37,安徽省 - 阜阳市,3269
8,Male,,35,安徽省 - 宣城市,3416
7,Female,,22,湖北省 - 荆州市,1139
7,Female,,21,北京市 ,2090
7,Female,,13,云南省 - 昆明市,1603
7,Male,26,14,北京市 ,2471
6,Male,26,19,上海市 ,748
7,Male,,28,,1379
8,Male,26,10,山东省 - 青岛市,3769
8,Male,21,70,广东省 - 深圳市,6864
8,Female,21,48,江西省 - 抚州市,3350
7,Male,,2,,2173
7,Female,20,462,广东省 - 深圳市,2815
8,Male,26,6,四川省 - 成都市,7080
6,Male,,30,辽宁省 - 本溪市,894
7,Male,,8,山东省 - 潍坊市,1238
7,Male,24,7,贵州省 - 黔南布依族苗族自治州,2341
8,Male,2,58,海外 - 澳大利亚,3938
7,Male,25,31,北京市 ,1345
7,Male,,26,山东省 - 泰安市,1618
8,Male,21,80,山东省 - 临沂市,3295
7,Female,21,48,河北省 - 秦皇岛市,2054
7,Male,,39,上海市 ,1258
6,Male,19,11,甘肃省 - 定西市,682
8,Male,22,12,四川省 - 广安市,4745
7,Female,,72,,2629
7,Male,22,48,四川省 - 成都市,1919
7,Female,,50,,2235
4,Female,,7,江苏省 - 盐城市,239
7,Female,,27,山东省 - 济南市,1546
7,Female,26,73,湖北省 - 武汉市,1253
7,Male,21,88,湖南省 - 长沙市,1366
6,Male,,9,江西省 - 赣州市,992
8,Male,20,90,北京市 ,3476
9,Female,23,257,河南省 - 郑州市,14466
7,Female,23,88,西藏 - 山南地区,1511
6,Female,,5,四川省 - 成都市,692
6,Female,,12,辽宁省 - 大连市,923
8,Female,20,21,四川省 - 宜宾市,3809
8,Male,20,220,北京市 ,3484
6,Female,18,41,贵州省 - 贵阳市,965
7,Male,25,18,北京市 ,2150
7,Female,,179,浙江省 - 湖州市,1157
7,Female,18,87,北京市 ,1892
8,Male,,11,陕西省 - 西安市,6192
7,Male,14,20,海南省 - 海口市,1113
7,Male,,64,,2837
9,Male,26,101,广西 - 桂林市,16363
7,Male,,115,,2181
8,Female,,327,,4147
4,Female,,0,,161
8,Male,,16,,7109
6,Male,,6,辽宁省 - 大连市,541
7,Male,20,112,山东省 - 济南市,2784
8,Male,25,83,北京市 ,3678
6,Female,,62,河北省 - 张家口市,681
7,Male,23,46,辽宁省 - 沈阳市,2645
7,Male,27,0,山东省 - 威海市,1469
7,Male,,4,,1744
5,Female,,37,,536
7,Male,28,14,北京市 ,2909
7,Male,19,33,陕西省 - 汉中市,2714
8,Male,34,31,江苏省 - 南京市,4341
9,Male,,135,,10824
5,Male,26,7,广东省 - 深圳市,355
8,Male,,46,,3466
7,Male,19,17,海外 - 澳大利亚,1254
7,Female,,51,,1925
8,Male,30,193,山东省 - 潍坊市,3532
8,Male,2,125,江西省 - 上饶市,3224
6,Female,,11,江苏省 - 苏州市,762
7,Female,,37,,2719
6,Male,27,7,辽宁省 - 沈阳市,528
7,Female,,14,,1904
5,Male,,24,山东省 - 临沂市,311
6,Male,,7,陕西省 - 西安市,1353
7,Male,21,73,海外 - 澳大利亚,2406
6,Male,,17,北京市 ,823
8,Male,30,124,江苏省 - 南京市,5577
9,Female,,138,,10284
7,Male,26,11,北京市 ,1963
1,Male,,8,,15
7,Male,,71,内蒙古 - 巴彦淖尔市,1619
5,Female,26,14,陕西省 - 西安市,201
7,Male,22,17,云南省 - 昆明市,2376
9,Male,24,73,江苏省 - 无锡市,10258
8,Male,23,97,海南省 - 海口市,3312
7,Female,,144,山西省 - 太原市,1340
7,Female,23,27,黑龙江省 - 哈尔滨市,1339
7,Male,20,75,河南省 - 漯河市,1160
8,Female,99,12,北京市 ,6523
9,Male,27,36,浙江省 - 杭州市,10817
8,Female,,27,宁夏 - 银川市,6235
8,Male,,14,,5688
7,Male,23,27,四川省 - 泸州市,2614
8,Male,23,150,江苏省 - 苏州市,4825
8,Male,22,53,浙江省 - 金华市,3171
7,Female,,83,,2694
7,Female,23,27,新疆 - 伊犁哈萨克自治州,2107
10,Male,22,100,山西省 - 太原市,22526
6,Male,23,39,安徽省 - 合肥市,697
8,Female,28,87,海南省 - 海口市,5150
4,Female,,9,广东省 - 深圳市,179
5,Male,,9,甘肃省 - 兰州市,318
7,Male,28,54,江苏省 - 苏州市,2924
8,Male,28,71,湖北省 - 武汉市,4442
8,Female,,93,湖南省 - 永州市,3915
9,Male,91,86,海外 - 希腊,8013
6,Male,24,10,陕西省 - 西安市,893
7,Female,,52,,1493
7,Male,,26,重庆市 ,2036
9,Male,18,43,海外 - 德国,9542
6,Male,22,47,天津市 ,767
7,Female,28,2,上海市 ,2070
4,Male,23,4,上海市 ,158
7,Male,,113,,1261
9,Male,36,349,浙江省 - 温州市,14292
7,Female,,52,河南省 - 郑州市,2282
7,Female,,21,,2901
8,Female,28,51,上海市 ,3728
7,Male,28,185,山东省 - 枣庄市,1389
6,Female,,32,,699
7,Female,19,54,湖北省 - 孝感市,2117
7,Female,25,21,江西省 - 南昌市,1876
7,Male,,50,宁夏 - 吴忠市,1046
8,Male,,21,,4717
7,Male,22,27,河北省 - 唐山市,2312
6,Male,25,5,吉林省 - 长春市,619
7,Female,,13,,1148
7,Female,26,41,广东省 - 广州市,2193
7,Male,21,71,广东省 - 深圳市,1975
7,Male,27,10,北京市 ,2122
7,Male,,25,广东省 - 深圳市,1108
8,Female,22,87,辽宁省 - 沈阳市,4544
7,Male,18,15,北京市 ,1630
6,Female,21,56,云南省 - 昭通市,480
7,Male,,38,山东省 - 青岛市,1462
5,Female,,60,,619
5,Female,27,22,山东省 - 青岛市,239
7,Male,,29,湖南省 - 长沙市,2758
3,Female,,7,河北省 - 保定市,73
8,Male,21,185,四川省 - 成都市,4998
7,Male,,84,,2861
8,Female,28,62,陕西省 - 西安市,5811
8,Male,22,83,山东省 - 德州市,4835
7,Male,,16,山西省 - 太原市,1981
6,Female,21,37,安徽省 - 池州市,972
8,Female,19,7,河南省 - 漯河市,3233
8,Female,,20,,3757
7,Male,15,18,内蒙古 - 锡林郭勒盟,1052
8,Male,22,19,江西省 - 南昌市,5888
7,Female,20,125,安徽省 - 宣城市,2441
8,Male,33,46,辽宁省 - 大连市,6993
6,Male,19,74,四川省 - 绵阳市,668
7,Female,18,36,四川省 - 自贡市,1355
7,Male,15,68,海外 - 日本,1556
5,Female,28,12,陕西省 - 西安市,223
8,Male,29,92,北京市 ,4880
8,Male,36,71,湖北省 - 黄冈市,3980
7,Female,,65,湖南省 - 湘潭市,2333
8,Female,22,15,四川省 - 成都市,5757
9,Female,23,53,广东省 - 中山市,8066
7,Female,,24,浙江省 - 杭州市,2564
8,Male,,76,重庆市 ,5001
7,Male,25,88,山东省 - 济南市,2259
6,Male,,23,浙江省 - 衢州市,864
9,Female,24,61,江苏省 - 南京市,10745
5,Male,13,10,黑龙江省 - 黑河市,385
7,Male,27,41,湖南省 - 长沙市,1870
8,Female,,72,重庆市 ,5957
5,Male,28,6,河南省 - 郑州市,411
8,Male,,44,海外 - 美国,4274
6,Male,,14,贵州省 - 贵阳市,665
7,Female,,162,河南省 - 信阳市,1691
6,Male,20,39,江西省 - 赣州市,592
7,Male,25,105,北京市 ,2877
7,Female,,74,,2142
8,Female,20,18,北京市 ,3085
6,Female,18,118,宁夏 - 中卫市,916
1,Female,,8,河北省 - 承德市,19
7,Female,16,28,安徽省 - 安庆市,1013
6,Female,22,10,北京市 ,788
7,Male,33,91,香港 ,1913
7,Female,,44,江苏省 - 南京市,1179
8,Female,,30,广东省 - 深圳市,4231
7,Male,21,36,陕西省 - 西安市,1463
6,Male,,8,安徽省 - 黄山市,422
7,Male,18,36,云南省 - 普洱市,2894
7,Male,23,42,广西 - 北海市,1945
7,Female,20,22,福建省 - 泉州市,1752
7,Female,,48,河南省 - 商丘市,2468
7,Female,,25,黑龙江省 - 大庆市,1233
6,Male,,10,湖北省 - 武汉市,490
7,Male,21,77,甘肃省 - 金昌市,1108
7,Female,,3,,1647
8,Female,23,73,江苏省 - 南京市,4550
8,Female,,1,江苏省 - 苏州市,3044
8,Male,,66,江苏省 - 南京市,4084
7,Male,15,22,陕西省 - 咸阳市,1516
7,Male,,16,,1428
8,Female,22,39,山东省 - 济南市,6735
8,Male,24,113,四川省 - 成都市,4797
6,Male,20,202,江苏省 - 南京市,819
6,Female,,12,山西省 - 大同市,405
7,Female,,129,福建省 - 厦门市,2534
8,Male,26,41,辽宁省 - 葫芦岛市,6996
7,Female,,25,河南省 - 洛阳市,1162
8,Male,,45,河南省 - 信阳市,3565
8,Female,23,70,辽宁省 - 大连市,3560
7,Male,24,19,上海市 ,1363
7,Female,,40,北京市 ,1649
7,Male,,10,陕西省 - 西安市,1571
8,Male,23,169,辽宁省 - 沈阳市,3791
8,Male,22,23,青海省 - 海西蒙古族藏族自治州,4563
7,Female,19,47,湖北省 - 宜昌市,1599
7,Female,22,129,天津市 ,2134
9,Female,21,67,海外 - 英国,8550
7,Male,27,9,内蒙古 - 赤峰市,2040
8,Male,21,82,河南省 - 郑州市,3718
6,Male,,13,广东省 - 深圳市,703
8,Female,,33,江苏省 - 徐州市,4179
8,Female,,186,,5944
6,Female,,19,,598
7,Female,,77,四川省 - 南充市,2466
9,Male,,143,上海市 ,9595
8,Male,16,196,江苏省 - 南京市,5192
7,Male,26,23,山东省 - 枣庄市,1835
5,Male,,13,河北省 - 邯郸市,285
3,Male,34,8,山东省 - 济南市,129
6,Female,,25,,820
7,Female,,52,云南省 - 昆明市,1068
6,Male,20,35,山东省 - 济南市,791
7,Female,29,28,北京市 ,2142
7,Male,,34,四川省 - 成都市,1023
9,Male,26,182,北京市 ,8127
8,Female,,183,,5080
8,Female,24,133,海外 - 美国,6018
9,Female,,84,,9171
8,Female,,96,,4008
8,Female,,67,,6584
2,Female,,8,,69
7,Male,,79,,2703
6,Male,,32,宁夏 - 银川市,838
7,Female,,13,河北省 - 沧州市,2333
7,Female,,31,,1307
6,Female,,8,河南省 - 郑州市,516
6,Male,28,19,河北省 - 承德市,978
5,Male,,10,陕西省 - 西安市,559
7,Male,22,50,湖北省 - 武汉市,1406
8,Male,31,38,江苏省 - 南京市,5160
7,Female,,62,河南省 - 南阳市,1248
